id	username	screenname	lastname	firstname	party	country	membership
1006099793888841729	mseesternpauly	Matthias Seestern-Pauly	Seestern-Pauly	Matthias	FDP	DE	MdB
28087038	franksitta	Frank Sitta	Sitta	Frank	FDP	DE	MdB
948958759560376320	JudithSkudelny	Judith Skudelny	Skudelny	Judith	FDP	DE	MdB
16325209	solms	Hermann Otto Solms	Solms	Hermann Otto	FDP	DE	MdB
38228691	starkwatzinger	Bettina Stark-Watzinger	Stark-Watzinger	Bettina	FDP	DE	MdB
3047392319	MAStrackZi	Marie-Agnes Strack-Zimmermann	Strack-Zimmermann	Marie-Agnes	FDP	DE	MdB
29540300	bstrasser	Benjamin Strasser	Strasser	Benjamin	FDP	DE	MdB
18880634	KatjaSuding	KatjaSuding	Suding	Katja	FDP	DE	MdB
170964436	LindaTeuteberg	Linda Teuteberg	Teuteberg	Linda	FDP	DE	MdB
1108382916	EUTheurer	Michael Theurer	Theurer	Michael	FDP	DE	MdB
75005687	StephanThomae	Stephan Thomae	Thomae	Stephan	FDP	DE	MdB
17462171	florian_toncar	Florian Toncar	Toncar	Florian	FDP	DE	MdB
609972369	UllmannMdB	Andrew Ullmann	Ullmann	Andrew	FDP	DE	MdB
935456332655874048	G_UllrichFDP	Gerald Ullrich MdB	Ullrich	Gerald	FDP	DE	MdB
15630931	johannesvogel	Johannes Vogel	Vogel	Johannes	FDP	DE	MdB
858362895075340288	sandra_weeser	Sandra Weeser	Weeser	Sandra	FDP	DE	MdB
958634602905718785	k_willkomm	Katharina Willkomm	Willkomm	Katharina	FDP	DE	MdB
282195399	badulrichmartha	Lisa Badum	Badum	Lisa	Grüne	DE	MdB
2179010672	ABaerbock	Annalena Baerbock	Baerbock	Annalena	Grüne	DE	MdB
480623844	MargareteBause	Margarete Bause	Bause	Margarete	Grüne	DE	MdB
808400627084705792	DerDanyal	Danyal Bayaz	Bayaz	Danyal	Grüne	DE	MdB
587862375	LieblingXhain	Canan Bayram	Bayram	Canan	Grüne	DE	MdB
32323724	fbrantner	Franziska Brantner	Brantner	Franziska	Grüne	DE	MdB
172269309	agnieszka_mdb	Agnieszka Brugger	Brugger	Agnieszka	Grüne	DE	MdB
1617177360	annachristmann	Anna Christmann	Christmann	Anna	Grüne	DE	MdB
22125770	ekindeligoez	Ekin Deligöz	Deligöz	Ekin	Grüne	DE	MdB
19738866	katjadoerner	Katja Dörner	Dörner	Katja	Grüne	DE	MdB
15722010	katdro	Katharina Dröge	Dröge	Katharina	Grüne	DE	MdB
52431948	ebner_sha	Harald Ebner	Ebner	Harald	Grüne	DE	MdB
727782559	MatthiasGastel	Matthias Gastel	Gastel	Matthias	Grüne	DE	MdB
110368456	KaiGehring	Kai Gehring	Gehring	Kai	Grüne	DE	MdB
426582569	StefanGelbhaar	Stefan Gelbhaar	Gelbhaar	Stefan	Grüne	DE	MdB
626287930	GoeringEckardt	Katrin Göring-Eckardt	Göring-Eckardt	Katrin	Grüne	DE	MdB
951773879822880768	Erhard_Grundl	Erhard Grundl	Grundl	Erhard	Grüne	DE	MdB
4724923756	HajdukBundestag	Anja Hajduk	Hajduk	Anja	Grüne	DE	MdB
1131092102	BriHasselmann	Britta Haßelmann	Haßelmann	Britta	Grüne	DE	MdB
971040144420720641	bhoffmann_mdb	Bettina Hoffmann	Hoffmann	Bettina	Grüne	DE	MdB
442678902	ToniHofreiter	Anton Hofreiter	Hofreiter	Anton	Grüne	DE	MdB
52024480	Djanecek	Dieter Janecek	Janecek	Dieter	Grüne	DE	MdB
955357684013953025	KirstenKappert	Kirsten Kappert-Gonther	Kappert-Gonther	Kirsten	Grüne	DE	MdB
46480553	Uwekekeritz	Uwe Kekeritz	Kekeritz	Uwe	Grüne	DE	MdB
959105406416162823	KatjaKeul	Katja Keul	Keul	Katja	Grüne	DE	MdB
17343047	sven_kindler	Sven Kindler	Kindler	Sven-Christian	Grüne	DE	MdB
18103366	MariaKlSchmeink	Maria Klein-Schmeink	Klein-Schmeink	Maria	Grüne	DE	MdB
474013625	BabettesChefin	Sylvia Kotting-Uhl	Kotting-Uhl	Sylvia	Grüne	DE	MdB
88630242	Oliver_Krischer	Oliver Krischer	Krischer	Oliver	Grüne	DE	MdB
1143130812	ChrisKuehn_mdb	Chris Kühn	Kühn	Christian	Grüne	DE	MdB
104100946	stephankuehn	Stephan Kühn	Kühn	Stephan	Grüne	DE	MdB
1425265488	RenateKuenast	Renate Künast	Künast	Renate	Grüne	DE	MdB
150188536	markuskurthmdb	Markus Kurth	Kurth	Markus	Grüne	DE	MdB
60630139	monikalazar	Monika Lazar	Lazar	Monika	Grüne	DE	MdB
16706236	svenlehmann	Sven Lehmann	Lehmann	Sven	Grüne	DE	MdB
17229513	SteffiLemke	SteffiLemke	Lemke	Steffi	Grüne	DE	MdB
21197524	tobiaslindner	Dr. Tobias Lindner	Lindner	Tobias	Grüne	DE	MdB
143000381	IreneMihalic	Irene Mihalic	Mihalic	Irene	Grüne	DE	MdB
937403112	GruenClaudia	Claudia Müller	Müller	Claudia	Grüne	DE	MdB
53426644	GrueneBeate	Beate Müller-Gemmeke	Müller-Gemmeke	Beate	Grüne	DE	MdB
16674128	nouripour	Omid Nouripour	Nouripour	Omid	Grüne	DE	MdB
19108766	cem_oezdemir	Cem Özdemir	Özdemir	Cem	Grüne	DE	MdB
569166756	lisapaus	Lisa Paus	Paus	Lisa	Grüne	DE	MdB
194535434	filizgreen	Filiz Polat	Polat	Filiz	Grüne	DE	MdB
53351462	TabeaRoessner	Tabea Rößner	Rößner	Tabea	Grüne	DE	MdB
1524735194	crueffer	Corinna Rüffer	Rüffer	Corinna	Grüne	DE	MdB
17922403	ManuelSarrazin	Manuel Sarrazin	Sarrazin	Manuel	Grüne	DE	MdB
17363943	ulle_schauws	Ulle Schauws	Schauws	Ulle	Grüne	DE	MdB
930725836482928640	Schmidt_MdB	Stefan Schmidt	Schmidt	Stefan	Grüne	DE	MdB
17870195	K_SA	Kordula Schulz-Asche	Schulz-Asche	Kordula	Grüne	DE	MdB
20840049	W_SK	Dr. Wolfgang Strengmann-Kuhn	Strengmann-Kuhn	Wolfgang	Grüne	DE	MdB
943082490482262016	margit_stumpp	Margit Stumpp	Stumpp	Margit	Grüne	DE	MdB
2306519694	MarkusTressel	Markus Tressel	Tressel	Markus	Grüne	DE	MdB
485751594	JTrittin	Jürgen Trittin	Trittin	Jürgen	Grüne	DE	MdB
1475734592	julia_verlinden	Dr. Julia Verlinden, MdB	Verlinden	Julia	Grüne	DE	MdB
2357675876	OWvonHoltz	Ottmar von Holtz	von Holtz	Ottmar	Grüne	DE	MdB
17752770	KonstantinNotz	Konstantin v. Notz	von Notz	Konstantin	Grüne	DE	MdB
874917828436078592	danywagner_da	Daniela Wagner	Wagner	Daniela	Grüne	DE	MdB
47049428	BeateWaRo	Beate W.-Rosenheimer	Walter-Rosenheimer	Beate	Grüne	DE	MdB
176104376	SBarrientosK	Simone Barrientos	Barrientos	Simone	LINKE	DE	MdB
4819478705	DorisAchelwilm	Doris Achelwilm	Achelwilm	Doris	LINKE	DE	MdB
800457587510476800	AkbulutGokay	Gökay Akbulut MdB	Akbulut	Gökay	LINKE	DE	MdB
2320519958	DietmarBartsch	Dietmar Bartsch	Bartsch	Dietmar	LINKE	DE	MdB
136266976	lgbeutin	Lorenz Gösta Beutin	Beutin	Lorenz Gösta	LINKE	DE	MdB
748851762	MWBirkwald	Matthias W. Birkwald	Birkwald	Matthias	LINKE	DE	MdB
426403057	ch_buchholz	Christine Buchholz	Buchholz	Christine	LINKE	DE	MdB
81394072	Birke_Bull	Birke Bull-Bischoff	Bull-Bischoff	Birke	LINKE	DE	MdB
139407967	SevimDagdelen	Sevim Dagdelen, MdB	Dagdelen	Sevim	LINKE	DE	MdB
14784765	FabioDeMasi	Fabio De Masi, MdB	De Masi	Fabio	LINKE	DE	MdB
20986770	Diether_Dehm	Diether Dehm	Dehm	Diether	LINKE	DE	MdB
16557497	anked	anke domscheit-berg	Domscheit-Berg	Anke	LINKE	DE	MdB
64994645	ernst_klaus	Klaus Ernst	Ernst	Klaus	LINKE	DE	MdB
925703909825548288	MdB_Freihold	MdB Brigitte Freihold	Freihold	Brigitte	LINKE	DE	MdB
866425075	NicoleGohlke	Nicole Gohlke	Gohlke	Nicole	LINKE	DE	MdB
888289790	GregorGysi	Gregor Gysi	Gysi	Gregor	LINKE	DE	MdB
332264734	HeikeHaensel	Heike Hänsel	Hänsel	Heike	LINKE	DE	MdB
15686106	MatthiasHoehn	Matthias Höhn, MdB	Höhn	Matthias	LINKE	DE	MdB
87281380	AndrejHunko	Andrej Hunko	Hunko	Andrej	LINKE	DE	MdB
2837971145	UllaJelpke	Ulla Jelpke, MdB	Jelpke	Ulla	LINKE	DE	MdB
988516358236360704	AchimKessler	Achim Kessler	Kessler	Achim	LINKE	DE	MdB
28066013	katjakipping	Katja Kipping	Kipping	Katja	LINKE	DE	MdB
4164673821	jankortemdb	Jan Korte	Korte	Jan	LINKE	DE	MdB
600984834	JuttaKrellmann	Jutta Krellmann	Krellmann	Jutta	LINKE	DE	MdB
21404382	CarenLay	Caren Lay	Lay	Caren	LINKE	DE	MdB
257461232	SabineLeidig	Sabine Leidig	Leidig	Sabine	LINKE	DE	MdB
93612750	MichaelLeutert	Michael Leutert	Leutert	Michael	LINKE	DE	MdB
1065899292	berlinliebich	Stefan Liebich	Liebich	Stefan	LINKE	DE	MdB
24178198	LoetzschMdB	Gesine Lötzsch	Lötzsch	Gesine	LINKE	DE	MdB
3667108397	thlutze	Thomas Lutze	Lutze	Thomas	LINKE	DE	MdB
314534724	pascalmeiser	Pascal Meiser	Meiser	Pascal	LINKE	DE	MdB
934029228886065152	Amira_M_Ali	Amira Mohamed Ali	Mohamed Ali	Amira	LINKE	DE	MdB
2596171296	Conni_Moehring	Cornelia Möhring	Möhring	Cornelia	LINKE	DE	MdB
111054843	NiemaMovassat	Niema Movassat	Movassat	Niema	LINKE	DE	MdB
4265444913	Norbert_MdB	Norbert Müller	Müller	Norbert	LINKE	DE	MdB
2527808433	ZaklinNastic	Zaklin Nastic	Nastic	Zaklin	LINKE	DE	MdB
1182878557	AlexanderSNeu	Alexander S. Neu, MdB	Neu	Alexander S.	LINKE	DE	MdB
1421571306	NordMdb	Thomas Nord	Nord	Thomas	LINKE	DE	MdB
560467206	PetraPauMaHe	Petra Pau	Pau	Petra	LINKE	DE	MdB
74837812	LINKEPELLI	Sören Pellmann	Pellmann	Sören	LINKE	DE	MdB
3350681139	victorperli	Victor Perli MdB	Perli	Victor	LINKE	DE	MdB
16696924	tpflueger	Tobias Pflueger	Pflüger	Tobias	LINKE	DE	MdB
551802475	Ingrid_Remmers	Ingrid Remmers MdB	Remmers	Ingrid	LINKE	DE	MdB
68920005	MartinaRenner	Martina Renner	Renner	Martina	LINKE	DE	MdB
849012308	b_riexinger	Bernd Riexinger	Riexinger	Bernd	LINKE	DE	MdB
940585440746328064	MdB_Schreiber	Eva-Maria Schreiber	Schreiber	Eva-Maria	LINKE	DE	MdB
293522998	Petra_Sitte_MdB	Petra Sitte	Sitte	Petra	LINKE	DE	MdB
143882918	HESommer	Helin Evrim Sommer	Sommer	Helin Evrim	LINKE	DE	MdB
959059951523106816	FrStraetmanns	Friedrich Straetmanns, MdB	Straetmanns	Friedrich	LINKE	DE	MdB
1294725486	KirstenTackmann	Kirsten Tackmann	Tackmann	Kirsten	LINKE	DE	MdB
21287514	voglerk	Kathrin Vogler, MdB	Vogler	Kathrin	LINKE	DE	MdB
47375691	SWagenknecht	Sahra Wagenknecht	Wagenknecht	Sahra	LINKE	DE	MdB
235703405	Andi_Wagner	Andreas Wagner, MdB	Wagner	Andreas	LINKE	DE	MdB
625642009	HaraldWeinberg	Harald Weinberg	Weinberg	Harald	LINKE	DE	MdB
224630872	Katrin_Werner	Katrin Werner	Werner	Katrin	LINKE	DE	MdB
4557858142	ZdebelHubertus	Hubertus Zdebel, MdB	Zdebel	Hubertus	LINKE	DE	MdB
52119203	marcobuelow	Marco Bülow	Bülow	Marco	Parteilos	DE	MdB
2546790747	uwe_kamann	Uwe Kamann	Kamann	Uwe	Parteilos	DE	MdB
932931561015730176	MieruchMario	Mario Mieruch, MdB	Mieruch	Mario	Parteilos	DE	MdB
1273010575	FraukePetry	Frauke Petry	Petry	Frauke	Parteilos	DE	MdB
42401449	NielsAnnen	Niels Annen	Annen	Niels	SPD	DE	MdB
724565991104110592	MdB_Ulrike_Bahr	MdB Ulrike Bahr	Bahr	Ulrike	SPD	DE	MdB
4097559143	katarinabarley	Katarina Barley	Barley	Katarina	SPD	DE	MdB
3376953843	matthiasbartke	Matthias Bartke	Bartke	Matthias	SPD	DE	MdB
57293969	soerenbartol	Sören Bartol	Bartol	Sören	SPD	DE	MdB
19438957	baerbelbas	Bärbel Bas	Bas	Bärbel	SPD	DE	MdB
2617281050	Lothar_Binding	Lothar Binding	Binding	Lothar	SPD	DE	MdB
748453543632330752	LeniBreymaier	Leni Breymaier	Breymaier	Leni	SPD	DE	MdB
882929865535705088	BrunnerGanzOhr	Karl-Heinz Brunner	Brunner	Karl-Heinz	SPD	DE	MdB
36329898	BurkertMartin	Martin Burkert	Burkert	Martin	SPD	DE	MdB
17469649	larscastellucci	Lars Castellucci	Castellucci	Lars	SPD	DE	MdB
2842430247	DeRidder_MdB	Daniela De Ridder	De Ridder	Daniela	SPD	DE	MdB
316355056	KarambaDiaby	Dr. Karamba Diaby	Diaby	Karamba	SPD	DE	MdB
1872648764	dittmarsabine	Sabine Dittmar	Dittmar	Sabine	SPD	DE	MdB
1423622834	EskenSaskia	Saskia Esken	Esken	Saskia	SPD	DE	MdB
2805274855	fritzfelgentreu	Fritz Felgentreu	Felgentreu	Fritz	SPD	DE	MdB
481393623	FrankeEdgar	Dr. Edgar Franke	Franke	Edgar	SPD	DE	MdB
2317202160	UliFreese	Uli Freese	Freese	Ulrich	SPD	DE	MdB
569832889	sigmargabriel	Sigmar Gabriel	Gabriel	Sigmar	SPD	DE	MdB
976421048	A_Gloeckner	Angelika Glöckner	Glöckner	Angelika	SPD	DE	MdB
494809842	Timon_Gremmels	Timon Gremmels, MdB	Gremmels	Timon	SPD	DE	MdB
39709752	KerstinGriese	Kerstin Griese	Griese	Kerstin	SPD	DE	MdB
2814949590	michaelgrossmdb	Michael Groß	Groß	Michael	SPD	DE	MdB
867351565757239296	UliGroetsch	Uli Grötsch	Grötsch	Uli	SPD	DE	MdB
836553428042141697	RitaHaglKehl	Rita Hagl-Kehl	Hagl-Kehl	Rita	SPD	DE	MdB
1043288618	MetinHakverdi	Metin Hakverdi	Hakverdi	Metin	SPD	DE	MdB
1076269195	sebast_hartmann	Sebastian Hartmann	Hartmann	Sebastian	SPD	DE	MdB
1083371289786634240	DHeidenblut	Dirk Heidenblut	Heidenblut	Dirk	SPD	DE	MdB
15943222	hubertus_heil	Hubertus Heil	Heil	Hubertus	SPD	DE	MdB
296121556	GaHeinrich	Gabriela Heinrich	Heinrich	Gabriela	SPD	DE	MdB
2860802891	MarcusHeld_SPD	Marcus Held, MdB	Held	Marcus	SPD	DE	MdB
786498202832822272	HellmichMdB	Wolfgang Hellmich	Hellmich	Wolfgang	SPD	DE	MdB
292151515	ThomasHitschler	Thomas Hitschler	Hitschler	Thomas	SPD	DE	MdB
35846585	EvaHoegl	Dr. Eva Högl, MdB	Högl	Eva	SPD	DE	MdB
77928749	fjunge	Frank Junge	Junge	Frank	SPD	DE	MdB
738731811380076544	josip_juratovic	Josip Juratovic MdB	Juratovic	Josip	SPD	DE	MdB
231440493	KaczmarekOliver	Oliver Kaczmarek	Kaczmarek	Oliver	SPD	DE	MdB
35687457	kahrs	Johannes Kahrs	Kahrs	Johannes	SPD	DE	MdB
1425035358	Kaiser_SPD	Elisabeth Kaiser	Kaiser	Elisabeth	SPD	DE	MdB
3017602065	GabyKatzmarek	Gabriele Katzmarek	Katzmarek	Gabriele	SPD	DE	MdB
23248102	CanselK	Cansel Kiziltepe	Kiziltepe	Cansel	SPD	DE	MdB
1028440310	arnoklare	Arno Klare	Klare	Arno	SPD	DE	MdB
16255941	larsklingbeil	Lars Klingbeil	Klingbeil	Lars	SPD	DE	MdB
193629792	BaerbelKofler	Bärbel Kofler, MdB	Kofler	Bärbel	SPD	DE	MdB
516783036	danielakolbe	Daniela Kolbe	Kolbe	Daniela	SPD	DE	MdB
3930477322	KorkmazGT	Elvan Korkmaz-Emre	Korkmaz-Emre	Elvan	SPD	DE	MdB
328939758	LangeMdB	Christian Lange	Lange	Christian	SPD	DE	MdB
3292982985	Karl_Lauterbach	Karl Lauterbach	Lauterbach	Karl	SPD	DE	MdB
454981027	helgelindh	Helge Lindh	Lindh	Helge	SPD	DE	MdB
2322165327	IsabelMackensen	Isabel Mackensen	Mackensen	Isabel	SPD	DE	MdB
24158261	HeikoMaas	Heiko Maas	Mass	Heiko	SPD	DE	MdB
937678874095300609	KatjaMast	Katja Mast	Mast	Katja	SPD	DE	MdB
19286748	matschie	Christoph Matschie	Matschie	Christoph	SPD	DE	MdB
115614153	HildeMattheis	Hilde Mattheis	Mattheis	Hilde	SPD	DE	MdB
18474443	jakobmierscheid	Jakob Mierscheid	Mierscheid	Jakob	SPD	DE	MdB
845282647261761536	KlausMindrup	Klaus Mindrup	Mindrup	Klaus	SPD	DE	MdB
79228932	FalkoMohrs	Falko Mohrs	Mohrs	Falko	SPD	DE	MdB
1070312229139025920	ClaudiaMollMdB	Claudia Moll	Moll	Claudia	SPD	DE	MdB
912243750809817089	SiemtjeMoeller	SiemtjeM	Möller	Siemtje	SPD	DE	MdB
2443895924	BetMueller	Bettina Müller	Müller	Bettina	SPD	DE	MdB
784760007275515904	MuellerChemnitz	Detlef Müller	Müller	Detlef	SPD	DE	MdB
947740210036641793	Mi_Muentefering	Michelle Müntefering	Müntefering	Michelle	SPD	DE	MdB
792459864312274944	AndreaNahlesSPD	Andrea Nahles	Nahles	Andrea	SPD	DE	MdB
382044198	UlliNissen	Ulli Nissen	Nissen	Ulli	SPD	DE	MdB
293066780	ThomasOppermann	Thomas Oppermann	Oppermann	Thomas	SPD	DE	MdB
21618829	joloulou	Josephine Ortleb, MdB	Ortleb	Josephine	SPD	DE	MdB
83342791	oezoguz	Aydan Özoğuz	Özoğuz	Aydan	SPD	DE	MdB
3163499392	MarkusPaschke	Markus Paschke	Paschke	Markus	SPD	DE	MdB
64159881	CPetryMdB	Christian Petry	Petry	Christian	SPD	DE	MdB
1117749912	Achim_P	Achim Post	Post	Achim	SPD	DE	MdB
741532130	FlorianPost	Florian Post	Post	Florian	SPD	DE	MdB
19257571	FlorianPronold	Florian Pronold	Pronold	Florian	SPD	DE	MdB
30838821	Andreas_Rimkus	Andreas Rimkus	Rimkus	Andreas	SPD	DE	MdB
36327895	SoenkeRix	Sönke Rix MdB	Rix	Sönke	SPD	DE	MdB
18160122	DennisRohde	Dennis Rohde	Rohde	Dennis	SPD	DE	MdB
28784085	MartinRosemann	Dr. Martin Rosemann	Rosemann	Martin	SPD	DE	MdB
38645930	edrossmann	Ernst Dieter Rossmann	Rossmann	Ernst Dieter	SPD	DE	MdB
1114675538	MiRo_SPD	Michael Roth	Roth	Michael	SPD	DE	MdB
159217491	Johann_Saathoff	Johann Saathoff	Saathoff	Johann	SPD	DE	MdB
845213960060243968	NinaScheer_SPD	Nina Scheer	Scheer	Nina	SPD	DE	MdB
3823042877	UdoSchiefner	Udo Schiefner	Schiefner	Udo	SPD	DE	MdB
83795057	NilsSchmid	Nils Schmid	Schmid	Nils	SPD	DE	MdB
95905207	dieschmidt	Dagmar Schmidt	Schmidt	Dagmar	SPD	DE	MdB
96783215	schneidercar	Carsten Schneider	Schneider	Carsten	SPD	DE	MdB
1356753444	jschraps	Johannes Schraps	Schraps	Johannes	SPD	DE	MdB
806975237766135813	mischrodi	Michael Schrodi	Schrodi	Michael	SPD	DE	MdB
17675072	MartinSchulz	Martin Schulz	Schulz	Martin	SPD	DE	MdB
21791639	swenschulz	Swen Schulz	Schulz	Swen	SPD	DE	MdB
30050484	FrankSchwabe	Frank Schwabe #FreeHozanCanê	Schwabe	Frank	SPD	DE	MdB
1117526742	s_schwartze	Stefan Schwartze	Schwartze	Stefan	SPD	DE	MdB
2226815116	Schwarz_MdB	Andreas Schwarz	Schwarz	Andreas	SPD	DE	MdB
50932086	rischwasu	Rita Schwarzelühr-S.	Schwarzelühr-Sutter	Rita	SPD	DE	MdB
3337459024	stadler_svenja	Svenja Stadler	Stadler	Svenja	SPD	DE	MdB
4017796049	stamm_fibich	Martina Stamm-Fibich, MdB	Stamm-Fibich	Martina	SPD	DE	MdB
702653022	SteffenSonja	Sonja Steffen	Steffen	Sonja Amalie	SPD	DE	MdB
46498076	stonie_kiel	Mathias_Stein	Stein	Mathias	SPD	DE	MdB
409258073	michael_thews	Michael Thews (MdB)	Thews	Michael	SPD	DE	MdB
3522875063	Toens_NRW04	Markus Töns	Töns	Markus	SPD	DE	MdB
3577737256	CarstenTraeger	Carsten Träger	Träger	Carsten	SPD	DE	MdB
106684561	UteVogt	Ute Vogt	Vogt	Ute	SPD	DE	MdB
1009457791554281473	MarjaVoellers	Marja-Liisa Völlers	Völlers	Marja-Liisa	SPD	DE	MdB
992808439	GabiWeberSPD	Gabi Weber	Weber	Gabi	SPD	DE	MdB
811960243353780226	DrJoeWeingarten	Dr. Joe Weingarten MdB	Weingarten	Joe	SPD	DE	MdB
1071665423140249600	BerndWestphal4	Bernd Westphal	Westphal	Bernd	SPD	DE	MdB
815469233090023424	DirkWieseSPD	Dirk Wiese Sauerland	Wiese	Dirk	SPD	DE	MdB
64220313	zierke	Stefan Zierke	Zierke	Stefan	SPD	DE	MdB
449619355	JensZimmermann1	Jens Zimmermann	Zimmermann	Jens	SPD	DE	MdB
